"Order Date","Ship Date","Ship Mode","Segment","Country","City","State","Postal Code","Region","Category...10","Sub-Category...11","Product Name...12","Category...13","Sub-Category...14","Product Name...15","Sales"
2017-06-12,2017-06-15,"First Class","Consumer","United States","Wilmington","Delaware",19805,"East","Furniture","Furnishings","Artistic Insta-Plaque","Furniture","Furnishings","Artistic Insta-Plaque",47.04
2017-06-12,2017-06-15,"First Class","Consumer","United States","Wilmington","Delaware",19805,"East","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","Binders","DXL Angle-View Binders with Locking Rings by Samsill",30.84
2017-06-12,2017-06-15,"First Class","Consumer","United States","Wilmington","Delaware",19805,"East","Office Supplies","Storage","Companion Letter/Legal File, Black","Office Supplies","Storage","Companion Letter/Legal File, Black",226.56
2017-06-12,2017-06-15,"First Class","Consumer","United States","Wilmington","Delaware",19805,"East","Office Supplies","Envelopes","Globe Weis Peel & Seel First Class Envelopes","Office Supplies","Envelopes","Globe Weis Peel & Seel First Class Envelopes",115.02
2017-06-12,2017-06-15,"First Class","Consumer","United States","Wilmington","Delaware",19805,"East","Technology","Phones","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","Technology","Phones","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",68.04
2015-12-26,2015-12-28,"Second Class","Home Office","United States","Houston","Texas",77041,"Central","Furniture","Chairs","Global Deluxe High-Back Manager's Chair","Furniture","Chairs","Global Deluxe High-Back Manager's Chair",600.558
2015-09-20,2015-09-25,"Standard Class","Consumer","United States","Bloomington","Illinois",61701,"Central","Furniture","Tables","Bevis 44 x 96 Conference Tables","Furniture","Tables","Bevis 44 x 96 Conference Tables",617.7
2018-11-05,2018-11-12,"Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels","Office Supplies","Binders","Avery Durable Slant Ring Binders, No Labels",2.388
2018-11-05,2018-11-12,"Standard Class","Consumer","United States","Phoenix","Arizona",85023,"West","Office Supplies","Storage","Trav-L-File Heavy-Duty Shuttle II, Black","Office Supplies","Storage","Trav-L-File Heavy-Duty Shuttle II, Black",243.992
2017-11-06,2017-11-10,"Second Class","Home Office","United States","Los Angeles","California",90004,"West","Furniture","Chairs","Global Task Chair, Black","Furniture","Chairs","Global Task Chair, Black",81.424
2017-11-06,2017-11-10,"Second Class","Home Office","United States","Los Angeles","California",90004,"West","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",238.56
2018-02-02,2018-02-05,"First Class","Corporate","United States","Columbus","Ohio",43229,"East","Technology","Phones","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","Technology","Phones","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",59.97
2018-02-02,2018-02-05,"First Class","Corporate","United States","Columbus","Ohio",43229,"East","Office Supplies","Paper","Xerox 1916","Office Supplies","Paper","Xerox 1916",78.304
2018-02-02,2018-02-05,"First Class","Corporate","United States","Columbus","Ohio",43229,"East","Office Supplies","Fasteners","Staples","Office Supplies","Fasteners","Staples",21.456
2017-10-13,2017-10-19,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Office Supplies","Paper","Xerox 195","Office Supplies","Paper","Xerox 195",20.04
2017-10-13,2017-10-19,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Office Supplies","Paper","Xerox 1880","Office Supplies","Paper","Xerox 1880",35.44
2017-10-13,2017-10-19,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Office Supplies","Art","Sanford Colorific Colored Pencils, 12/Box","Office Supplies","Art","Sanford Colorific Colored Pencils, 12/Box",11.52
2017-10-13,2017-10-19,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Office Supplies","Fasteners","Ideal Clamps","Office Supplies","Fasteners","Ideal Clamps",4.02
2017-10-13,2017-10-19,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Office Supplies","Binders","GBC Wire Binding Strips","Office Supplies","Binders","GBC Wire Binding Strips",76.176
2017-10-13,2017-10-19,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Office Supplies","Supplies","Fiskars Softgrip Scissors","Office Supplies","Supplies","Fiskars Softgrip Scissors",65.88
2017-10-13,2017-10-19,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Furniture","Furnishings","Longer-Life Soft White Bulbs","Furniture","Furnishings","Longer-Life Soft White Bulbs",43.12
2017-09-05,2017-09-07,"Second Class","Corporate","United States","Philadelphia","Pennsylvania",19140,"East","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8
2018-09-18,2018-09-23,"Standard Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Art","Newell 343","Office Supplies","Art","Newell 343",8.82
2018-09-18,2018-09-23,"Standard Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Envelopes","Convenience Packs of Business Envelopes","Office Supplies","Envelopes","Convenience Packs of Business Envelopes",10.86
2018-09-18,2018-09-23,"Standard Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Paper","Xerox 1911","Office Supplies","Paper","Xerox 1911",143.7
2018-12-22,2018-12-27,"Standard Class","Consumer","United States","Independence","Missouri",64055,"Central","Office Supplies","Appliances","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Office Supplies","Appliances","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",839.43
2016-09-07,2016-09-12,"Standard Class","Consumer","United States","Pasadena","California",91104,"West","Office Supplies","Storage","Safco Industrial Wire Shelving","Office Supplies","Storage","Safco Industrial Wire Shelving",671.93
2015-10-22,2015-10-28,"Standard Class","Home Office","United States","Newark","Ohio",43055,"East","Furniture","Furnishings","Seth Thomas 14"" Putty-Colored Wall Clock","Furniture","Furnishings","Seth Thomas 14"" Putty-Colored Wall Clock",93.888
2017-12-05,2017-12-09,"Standard Class","Corporate","United States","Franklin","Wisconsin",53132,"Central","Technology","Phones","Plantronics Cordless Phone Headset with In-line Volume - M214C","Technology","Phones","Plantronics Cordless Phone Headset with In-line Volume - M214C",384.45
2017-12-05,2017-12-09,"Standard Class","Corporate","United States","Franklin","Wisconsin",53132,"Central","Technology","Phones","Anker Astro 15000mAh USB Portable Charger","Technology","Phones","Anker Astro 15000mAh USB Portable Charger",149.97
2017-12-05,2017-12-09,"Standard Class","Corporate","United States","Franklin","Wisconsin",53132,"Central","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84
2017-12-05,2017-12-09,"Standard Class","Corporate","United States","Franklin","Wisconsin",53132,"Central","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",171.55
2017-03-13,2017-03-16,"First Class","Home Office","United States","Scottsdale","Arizona",85254,"West","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","Office Supplies","Appliances","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",157.92
2017-03-13,2017-03-16,"First Class","Home Office","United States","Scottsdale","Arizona",85254,"West","Technology","Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset","Technology","Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset",203.184
2016-05-31,2016-06-02,"First Class","Corporate","United States","San Jose","California",95123,"West","Office Supplies","Paper","Southworth 25% Cotton Antique Laid Paper & Envelopes","Office Supplies","Paper","Southworth 25% Cotton Antique Laid Paper & Envelopes",58.38
2016-05-31,2016-06-02,"First Class","Corporate","United States","San Jose","California",95123,"West","Office Supplies","Paper","Xerox 1883","Office Supplies","Paper","Xerox 1883",105.52
2016-05-31,2016-06-02,"First Class","Corporate","United States","San Jose","California",95123,"West","Office Supplies","Storage","Tenex Personal Project File with Scoop Front Design, Black","Office Supplies","Storage","Tenex Personal Project File with Scoop Front Design, Black",80.88
2016-05-28,2016-06-03,"Standard Class","Home Office","United States","Seattle","Washington",98105,"West","Office Supplies","Art","Newell 311","Office Supplies","Art","Newell 311",6.63
2015-03-01,2015-03-06,"Second Class","Consumer","United States","Seattle","Washington",98115,"West","Furniture","Chairs","Global Deluxe High-Back Manager's Chair","Furniture","Chairs","Global Deluxe High-Back Manager's Chair",457.568
2017-11-20,2017-11-24,"Standard Class","Consumer","United States","Edmond","Oklahoma",73034,"Central","Office Supplies","Labels","Avery 519","Office Supplies","Labels","Avery 519",14.62
2017-11-20,2017-11-24,"Standard Class","Consumer","United States","Edmond","Oklahoma",73034,"Central","Technology","Phones","Avaya 5420 Digital phone","Technology","Phones","Avaya 5420 Digital phone",944.93
2017-05-11,2017-05-12,"First Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Paper","Xerox 1920","Office Supplies","Paper","Xerox 1920",5.98
2016-12-28,2016-12-31,"Second Class","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","Technology","Accessories","Lenovo 17-Key USB Numeric Keypad","Technology","Accessories","Lenovo 17-Key USB Numeric Keypad",54.384
2017-11-16,2017-11-20,"Standard Class","Consumer","United States","Carlsbad","New Mexico",88220,"West","Office Supplies","Envelopes","Staple envelope","Office Supplies","Envelopes","Staple envelope",28.4
2017-11-07,2017-11-11,"Standard Class","Consumer","United States","Seattle","Washington",98115,"West","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders","Office Supplies","Binders","Wilson Jones International Size A4 Ring Binders",27.68
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Office Supplies","Art","BIC Brite Liner Highlighters","Office Supplies","Art","BIC Brite Liner Highlighters",9.936
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer","Technology","Machines","Lexmark MX611dhe Monochrome Laser Printer",8159.952
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving.","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving.",275.928
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Furniture","Chairs","SAFCO Arco Folding Chair","Furniture","Chairs","SAFCO Arco Folding Chair",1740.06
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Office Supplies","Art","Sanford Liquid Accent Highlighters","Office Supplies","Art","Sanford Liquid Accent Highlighters",32.064
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece Power Center",177.98
2015-09-08,2015-09-12,"Standard Class","Consumer","United States","San Antonio","Texas",78207,"Central","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker",143.976
2015-08-05,2015-08-09,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Office Supplies","Paper","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","Office Supplies","Paper","Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94
2015-08-05,2015-08-09,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Office Supplies","Paper","Xerox 1913","Office Supplies","Paper","Xerox 1913",110.96
2015-08-05,2015-08-09,"Standard Class","Consumer","United States","Los Angeles","California",90004,"West","Furniture","Chairs","Global Value Steno Chair, Gray","Furniture","Chairs","Global Value Steno Chair, Gray",340.144
2015-09-14,2015-09-19,"Standard Class","Corporate","United States","Chicago","Illinois",60623,"Central","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","Appliances","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",52.448
2015-09-14,2015-09-19,"Standard Class","Corporate","United States","Chicago","Illinois",60623,"Central","Office Supplies","Labels","Avery 51","Office Supplies","Labels","Avery 51",20.16
2018-04-21,2018-04-25,"Second Class","Consumer","United States","Houston","Texas",77036,"Central","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264
2016-11-21,2016-11-23,"Second Class","Consumer","United States","Newark","Ohio",43055,"East","Furniture","Chairs","Padded Folding Chairs, Black, 4/Carton","Furniture","Chairs","Padded Folding Chairs, Black, 4/Carton",396.802
2016-11-21,2016-11-23,"Second Class","Consumer","United States","Newark","Ohio",43055,"East","Office Supplies","Supplies","Acme Rosewood Handle Letter Opener","Office Supplies","Supplies","Acme Rosewood Handle Letter Opener",15.88
2016-12-15,2016-12-19,"Standard Class","Home Office","United States","New York City","New York",10009,"East","Office Supplies","Art","Sanford Colorific Eraseable Coloring Pencils, 12 Count","Office Supplies","Art","Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28
2015-12-05,2015-12-09,"Second Class","Corporate","United States","Decatur","Illinois",62521,"Central","Office Supplies","Storage","Tenex File Box, Personal Filing Tote with Lid, Black","Office Supplies","Storage","Tenex File Box, Personal Filing Tote with Lid, Black",24.816
